docid,volid,recordid,author,firstname,inferreddate,birthdate,authgender,enumcron,title
uc2.ark+=13960=t55d8q120,uc2.ark+=13960=t55d8q120,007676772,"White, Grace Miller.",Grace Miller,1912,,f,<blank>,When tragedy grins
uc2.ark+=13960=t04x56d3j,uc2.ark+=13960=t04x56d3j,007676776,"White, Hester.",Hester,1901,,u,<blank>,Mountains of necessity
uc2.ark+=13960=t4qj7893c,uc2.ark+=13960=t4qj7893c,007676791,"White, Stewart Edward,",Stewart Edward,1904,,m,<blank>,The works of Stewart Edward White
uc2.ark+=13960=t4dn4218t,uc2.ark+=13960=t4dn4218t,007676802,"Whitelaw, David.",David,1910,,m,<blank>,Moon of valleys
uc2.ark+=13960=t8x923b5c,uc2.ark+=13960=t8x923b5c,007676812,"Whitman, Stephen French.",Stephen French,1910,,m,<blank>,"Predestined, a novel of New York life"
uc2.ark+=13960=t9m32p03c,uc2.ark+=13960=t9m32p03c,007676846,"Wickersham, James A.",James A,1900,,m,<blank>,Enoch Willoughby
uc2.ark+=13960=t1rf5mc0n,uc2.ark+=13960=t1rf5mc0n,007676859,"Wiggin, Kate Douglas Smith,",Kate Douglas Smith,1900,,f,<blank>,Polly Oliver's problem
uc2.ark+=13960=t20c4ss6c,uc2.ark+=13960=t20c4ss6c,007676863,"Wiggin, Kate Douglas Smith,",Kate Douglas Smith,1900,,f,<blank>,Timothy's Quest
uc2.ark+=13960=t0sq8qw2h,uc2.ark+=13960=t0sq8qw2h,007676916,"Williams, Francis Churchill.",Francis Churchill,1903,,m,<blank>,The captain
uc2.ark+=13960=t49p2xr9q,uc2.ark+=13960=t49p2xr9q,007676922,"Williams, Henry Smith,",Henry Smith,1920,,m,<blank>,The witness of the sun
uc2.ark+=13960=t8jd4sf2x,uc2.ark+=13960=t8jd4sf2x,007676948,"Williamson, A. M.",A. M,1913,,f,<blank>,The life mask;
uc2.ark+=13960=t3707z476,uc2.ark+=13960=t3707z476,007676949,"Williamson, C. N.",C. N,1907,,m,<blank>,The car of destiny
loc.ark+=13960=t6h13gq75,loc.ark+=13960=t6h13gq75,007676955,"Williamson, Roland.",Roland,1916,,m,<blank>,"The Star well, and other stories"
uc2.ark+=13960=t80k2868g,uc2.ark+=13960=t80k2868g,007676957,"Williamson, William Henry.",William Henry,1916,,m,<blank>,An average woman
uc2.ark+=13960=t00z7417k,uc2.ark+=13960=t00z7417k,007676978,"Wilmot-Buxton, E. M.",E. M,1910,,u,<blank>,Stories from old French romance
uc2.ark+=13960=t04x54n2c,uc2.ark+=13960=t04x54n2c,007676993,"Wilson, John Fleming,",John Fleming,1911,,m,<blank>,Across the latitudes
uc2.ark+=13960=t73t9g88k,uc2.ark+=13960=t73t9g88k,007676994,"Wilson, John Fleming,",John Fleming,1912,,m,<blank>,The man who came back
uc2.ark+=13960=t10p0z880,uc2.ark+=13960=t10p0z880,007677004,"Wilson, William Robert Anthony,",William Robert Anthony,1905,,m,<blank>,A knot of blue
uc2.ark+=13960=t8qb9vr7z,uc2.ark+=13960=t8qb9vr7z,007677005,"Wilson, William Robert Anthony,",William Robert Anthony,1903,,m,<blank>,A rose of Normandy
uc2.ark+=13960=t53f4nk4h,uc2.ark+=13960=t53f4nk4h,007677039,"Winterburn, Florence Hull,",Florence Hull,1916,,f,<blank>,Liberty hall
uc2.ark+=13960=t9g44kw3n,uc2.ark+=13960=t9g44kw3n,007677049,"Wittigschlager, Wilhelmina.",Wilhelmina,1905,,f,<blank>,Minna
uc2.ark+=13960=t5z60dh51,uc2.ark+=13960=t5z60dh51,007677053,"Wolff, William Almon,",William Almon,1916,,m,<blank>,Behind the screen
njp.32101069174371,njp.32101069174371,007677054,"Wolzogen, Ernst von,",Ernst von,1914,,m,<blank>,Florian Mayr <Der kraft-Mayr>
nyp.33433074795042,nyp.33433074795042,007677056,"Wood, Clement,",Clement,1920,,m,<blank>,Mountain
uc2.ark+=13960=t79s1mf1k,uc2.ark+=13960=t79s1mf1k,007677065,"Wood, Michael.",Michael,1919,,m,<blank>,The White island
uc2.ark+=13960=t8ff3mt1b,uc2.ark+=13960=t8ff3mt1b,007677072,"Woodrow, Wilson,",Wilson,1907,,f,<blank>,The bird of time;
uc2.ark+=13960=t2v40k447,uc2.ark+=13960=t2v40k447,007677074,"Woodrow, Wilson,",Wilson,1922,,f,<blank>,Swallowed up
uc2.ark+=13960=t03x8580q,uc2.ark+=13960=t03x8580q,007677075,"Woodruff, Helen Smith.",Helen Smith,1918,,f,<blank>,The imprisoned freeman
uc2.ark+=13960=t2v40mj7g,uc2.ark+=13960=t2v40mj7g,007677076,"Woodruff, Helen Smith.",Helen Smith,1913,,f,<blank>,The lady of the lighthouse
nyp.33433074806005,nyp.33433074806005,007677077,"Woodruff, Helen Smith.",Helen Smith,1915,,f,<blank>,Mr. Doctor-Man
nyp.33433074805189,nyp.33433074805189,007677079,"Woods, Alice,",Alice,1912,,f,<blank>,Fame-seekers
uc2.ark+=13960=t5s758f74,uc2.ark+=13960=t5s758f74,007677098,"Woolley, Edward Mott,",Edward Mott,1913,,m,<blank>,"Addison Broadhurst, master merchant;"
uc2.ark+=13960=t7kp7w54g,uc2.ark+=13960=t7kp7w54g,007677110,"Worth, Pauline Wilson.",Pauline Wilson,1909,,f,<blank>,"Death Valley Slim, and other stories"
uc2.ark+=13960=t5s758b9r,uc2.ark+=13960=t5s758b9r,007677111,"Worthington, Elizabeth Strong.",Elizabeth Strong,1900,,f,<blank>,The gentle art of cooking wives
nyp.33433074797337,nyp.33433074797337,007677115,"Wright, Allen Kendrick.",Allen Kendrick,1922,,m,<blank>,Dalleszona and the seventh treasure
nyp.33433074797279,nyp.33433074797279,007677121,"Wright, Harold Bell,",Harold Bell,1921,,m,<blank>,Helen of the old house
uc2.ark+=13960=t5r787m0d,uc2.ark+=13960=t5r787m0d,007677139,"Wylie, I. A. R.",I. A. R,1910,,f,<blank>,The rajah's people
uc2.ark+=13960=t8pc2wd6s,uc2.ark+=13960=t8pc2wd6s,007677140,"Wylie, I. A. R.",I. A. R,1916,,f,<blank>,Tristram sahib
uc2.ark+=13960=t7vm44c18,uc2.ark+=13960=t7vm44c18,007677152,"Yates, Katherine Merritte,",Katherine Merritte,1904,,f,<blank>,The grey story book
nyp.33433075861843,nyp.33433075861843,007677157,"Young, Filson,",Filson,1908,,m,<blank>,When the tide turns
uc2.ark+=13960=t45q4s13m,uc2.ark+=13960=t45q4s13m,007677163,"Young, Gordon,",Gordon,1922,,m,<blank>,Hurricane Williams
nyp.33433074806732,nyp.33433074806732,007677175,"Young, Rose Emmet,",Rose Emmet,1904,,f,<blank>,Henderson
uc2.ark+=13960=t7qn61446,uc2.ark+=13960=t7qn61446,007677191,"Wilkerson, P. H.",P. H,1912,,u,<blank>,Haden Wilson
uc2.ark+=13960=t2m61d194,uc2.ark+=13960=t2m61d194,007677214,"Williams, Ben Ames,",Ben Ames,1919,,m,<blank>,All the brothers were valiant
uc2.ark+=13960=t0pr7p89f,uc2.ark+=13960=t0pr7p89f,007677216,"Williams, Bransby.",Bransby,1913,,u,<blank>,My sketches from Dickens
uc2.ark+=13960=t9q23sz53,uc2.ark+=13960=t9q23sz53,007677257,"Williamson, A. M.",A. M,1909,,f,<blank>,The adventure of Princess Sylvia
uc2.ark+=13960=t0bv7cg6w,uc2.ark+=13960=t0bv7cg6w,007677258,"Williamson, A. M.",A. M,1909,,f,<blank>,The castle of the shadows
uc2.ark+=13960=t7hq3vp1j,uc2.ark+=13960=t7hq3vp1j,007677260,"Williamson, A. M.",A. M,1906,,f,<blank>,The house by the lock
uc2.ark+=13960=t27942m8w,uc2.ark+=13960=t27942m8w,007677261,"Williamson, A. M.",A. M,1909,,f,<blank>,The silent battle
uc2.ark+=13960=t95719550,uc2.ark+=13960=t95719550,007677263,"Williamson, C. N.",C. N,1907,,m,<blank>,The botor chaperon
uc2.ark+=13960=t20c4v57m,uc2.ark+=13960=t20c4v57m,007677266,"Williamson, C. N.",C. N,1911,,m,<blank>,The golden silence
uc2.ark+=13960=t07w68g56,uc2.ark+=13960=t07w68g56,007677270,"Williamson, C. N.",C. N,1907,,m,<blank>,The powers and Maxine
nyp.33433075772586,nyp.33433075772586,007677274,"Williamson, C. N.",C. N,1916,,m,<blank>,Where the path breaks
uc2.ark+=13960=t17m05k04,uc2.ark+=13960=t17m05k04,007677297,"Wilson, Anne Florence.",Anne Florence,1903,,f,<blank>,The wars of peace
nyp.33433076063498,nyp.33433076063498,007677322,"Wilson, William Thomas.",William Thomas,1908,,m,<blank>,For the love of Lady Margaret
uc2.ark+=13960=t8cf9mk7r,uc2.ark+=13960=t8cf9mk7r,007677363,"Wingate, Ashmore Kyle Patterson,",Ashmore Kyle Patterson,1911,,u,<blank>,That mighty city: a study in contemporary manners
uc2.ark+=13960=t4vh5f942,uc2.ark+=13960=t4vh5f942,007677374,"Winter, Alice Ames,",Alice Ames,1906,,f,<blank>,Jewel weed
uc2.ark+=13960=t45q4s11n,uc2.ark+=13960=t45q4s11n,007677380,"Winterburn, Florence Hull,",Florence Hull,1900,,f,<blank>,Southern hearts
uc2.ark+=13960=t3zs2n452,uc2.ark+=13960=t3zs2n452,007677418,"Witwer, H. C.",H. C,1920,,u,<blank>,Kid Scanlan
uc2.ark+=13960=t6qz2499d,uc2.ark+=13960=t6qz2499d,007677485,"Woodrow, Wilson,",Wilson,1910,,m,<blank>,The beauty
uc2.ark+=13960=t1rf5n19x,uc2.ark+=13960=t1rf5n19x,007677486,"Woodrow, Wilson,",Wilson,1917,,f,<blank>,The hornet's nest
uc2.ark+=13960=t3pv6km2s,uc2.ark+=13960=t3pv6km2s,007677488,"Woodrow, Wilson,",Wilson,1907,,f,<blank>,The new missioner
uc2.ark+=13960=t9183664k,uc2.ark+=13960=t9183664k,007677489,"Woodrow, Wilson,",Wilson,1912,,f,<blank>,Sally Salt;
uc2.ark+=13960=t3dz04r6d,uc2.ark+=13960=t3dz04r6d,007677512,"Woodworth, Herbert G.",Herbert G,1920,,m,<blank>,In the shadow of Lantern Street
uc2.ark+=13960=t46q1v24j,uc2.ark+=13960=t46q1v24j,007677518,"Woolley, Edward Mott,",Edward Mott,1912,,m,<blank>,The junior partner
uc2.ark+=13960=t2s46jk87,uc2.ark+=13960=t2s46jk87,007677539,"Workman, Hanson,",Hanson,1908,,m,<blank>,An American singer in Paris
uc2.ark+=13960=t1vd6p911,uc2.ark+=13960=t1vd6p911,007677561,"Worthington, D.",D,1901,,u,<blank>,The broken sword
uc2.ark+=13960=t2s46k42x,uc2.ark+=13960=t2s46k42x,007677569,"Wright, Arthur,",Arthur,1919,,m,<blank>,A game of chance
uc2.ark+=13960=t1fj2c90z,uc2.ark+=13960=t1fj2c90z,007677571,"Wright, Arthur,",Arthur,1916,,m,<blank>,The hate of a hun
uva.x002707140,uva.x002707140,007677576,"Wright, Harold Bell,",Harold Bell,1903,,m,<blank>,That printer of Udell's
uc2.ark+=13960=t56d5rj0b,uc2.ark+=13960=t56d5rj0b,007677607,"Wylie, I. A. R.",I. A. R,1912,,f,<blank>,The daughter of Brahma
uc2.ark+=13960=t2t43kr1p,uc2.ark+=13960=t2t43kr1p,007677608,"Wylie, I. A. R.",I. A. R,1910,,f,<blank>,The native born
uc2.ark+=13960=t9f47k157,uc2.ark+=13960=t9f47k157,007677609,"Wyllarde, Dolf.",Dolf,1907,,m,<blank>,As ye have sown
nyp.33433075873574,nyp.33433075873574,007677610,"Wyllarde, Dolf.",Dolf,1904,,m,<blank>,Captain Amyas
uc2.ark+=13960=t4wh2g015,uc2.ark+=13960=t4wh2g015,007677611,"Wyllarde, Dolf.",Dolf,1916,,m,<blank>,Exile
uc2.ark+=13960=t3pv6d015,uc2.ark+=13960=t3pv6d015,007677616,"Wyllarde, Dolf.",Dolf,1921,,m,<blank>,Wandering fires
uc2.ark+=13960=t0rr1rs5d,uc2.ark+=13960=t0rr1rs5d,007677631,"Wyss, Johann Rudolf,",Johann Rudolf,1900,,m,<blank>,The Swiss Family Robinson
nyp.33433075872717,nyp.33433075872717,007677642,"Yardley, Maud H.",Maud H,1908,,f,<blank>,Nor all your tears
uc2.ark+=13960=t1hh6dn71,uc2.ark+=13960=t1hh6dn71,007677649,"Yates, Katherine Merritte,",Katherine Merritte,1922,,f,<blank>,In the valley
uc2.ark+=13960=t6833pn3b,uc2.ark+=13960=t6833pn3b,007677650,"Yates, Katherine Merritte,",Katherine Merritte,1904,,f,<blank>,On the way there;
uc2.ark+=13960=t9m32pv1m,uc2.ark+=13960=t9m32pv1m,007677659,"Yezierska, Anzia,",Anzia,1920,,f,<blank>,Hungry hearts
uc2.ark+=13960=t78s4mr0z,uc2.ark+=13960=t78s4mr0z,007677688,"Young, F. E. Mills",F. E. Mills,1920,,m,<blank>,The almonds of life
uc2.ark+=13960=t8cf9m759,uc2.ark+=13960=t8cf9m759,007677689,"Young, F. E. Mills",F. E. Mills,1912,,m,<blank>,Grit Lawless
uc2.ark+=13960=t7fq9s64j,uc2.ark+=13960=t7fq9s64j,007677691,"Young, F. E. Mills",F. E. Mills,1920,,m,<blank>,Imprudence
uc2.ark+=13960=t26970703,uc2.ark+=13960=t26970703,007677694,"Young, Filson,",Filson,1905,,m,<blank>,The sands of pleasure
uc2.ark+=13960=t2k64ct0h,uc2.ark+=13960=t2k64ct0h,007677707,"Young, Stuart.",Stuart,1904,,u,<blank>,Merely a negress
uc2.ark+=13960=t3cz34n1g,uc2.ark+=13960=t3cz34n1g,007677772,"Acorn, George.",George,1915,,m,<blank>,The driving force
uc2.ark+=13960=t0dv1fp6r,uc2.ark+=13960=t0dv1fp6r,007677773,"Acorn, George.",George,1911,,m,<blank>,One of the multitude
uc2.ark+=13960=t8rb7051n,uc2.ark+=13960=t8rb7051n,007677814,"Adderley, J. G.",J. G,1920,,u,<blank>,Old seed on new ground
uc2.ark+=13960=t4th8c200,uc2.ark+=13960=t4th8c200,007677920,"Anderson, Nephi,",Nephi,1912,,m,<blank>,Added upon
uc2.ark+=13960=t0tq5tc83,uc2.ark+=13960=t0tq5tc83,007678287,"Benson, Margaret,",Margaret,1913,,f,<blank>,The court of the king
uc2.ark+=13960=t78s4p168,uc2.ark+=13960=t78s4p168,007678404,"Bone, Gertrude,",Gertrude,1921,,f,<blank>,Mr. Paul
uc2.ark+=13960=t7xk8746k,uc2.ark+=13960=t7xk8746k,007678432,"Boult, Katharine F.",Katharine F,1903,,f,<blank>,Heroes of the Norselands
uc2.ark+=13960=t1qf8jn3p,uc2.ark+=13960=t1qf8jn3p,007678438,"Bower, B. M.",B. M,1915,,f,<blank>,Jean of the Lazy A
uc2.ark+=13960=t3319vb1m,uc2.ark+=13960=t3319vb1m,007678452,"Bradby, G. F.",G. F,1913,,u,<blank>,The Lanchester tradition
uc2.ark+=13960=t9p26sq49,uc2.ark+=13960=t9p26sq49,007678454,"Bradby, Godfrey Fox, 1863-1947.",Godfrey Fox 1863-1947,1921,,m,<blank>,The chronicles of Dawnhope
uc2.ark+=13960=t7np20046,uc2.ark+=13960=t7np20046,007678695,"Cable, Boyd,",Boyd,1916,,m,<blank>,Action front
uc2.ark+=13960=t5bc3w436,uc2.ark+=13960=t5bc3w436,007678732,"Campbell, R. W.",R. W,1919,,u,<blank>,John Brown
uc2.ark+=13960=t00z72z0g,uc2.ark+=13960=t00z72z0g,007678742,"Capes, Bernard Edward Joseph,",Bernard Edward Joseph,1913,,m,<blank>,Bag and baggage
uc2.ark+=13960=t1zc7tt78,uc2.ark+=13960=t1zc7tt78,007678743,"Capes, Bernard Edward Joseph,",Bernard Edward Joseph,1915,,m,<blank>,The fabulists
uc2.ark+=13960=t4vh5fr99,uc2.ark+=13960=t4vh5fr99,007678744,"Capes, Bernard Edward Joseph,",Bernard Edward Joseph,1910,,m,<blank>,Historical vignettes
uc2.ark+=13960=t6g15wj1f,uc2.ark+=13960=t6g15wj1f,007678794,"Castle, Agnes (Sweetman),",Agnes Sweetman,1907,,f,<blank>,Incomparable Bellairs
uc1.b2501989,uc1.b2501989,007678842,"Champney, Elizabeth (Williams),",Elizabeth Williams,1906,,f,<blank>,The romance of the feudal châteaux
uc2.ark+=13960=t9k35pt0h,uc2.ark+=13960=t9k35pt0h,007678930,"Clare, Maurice.",Maurice,1912,,m,<blank>,A day with William Makepeace Thacheray
uc2.ark+=13960=t77s7m721,uc2.ark+=13960=t77s7m721,007678934,"Clark, James Bayard,",James Bayard,1922,,m,<blank>,Doctors - entre nous;
uc2.ark+=13960=t47p8wp8k,uc2.ark+=13960=t47p8wp8k,007678987,"Coke, Desmond,",Desmond,1919,,u,<blank>,"Youth, youth-- !"
uc2.ark+=13960=t21c1tp6m,uc2.ark+=13960=t21c1tp6m,007678992,"Colcord, Lincoln,",Lincoln,1922,,m,<blank>,Under sail
uc2.ark+=13960=t2891457k,uc2.ark+=13960=t2891457k,007679061,"Cook, Emily Constance (Baird),",Emily Constance Baird,1903,,u,<blank>,From a woman's note-book;
uc2.ark+=13960=t3610z158,uc2.ark+=13960=t3610z158,007679105,"Courlander, Alphonse,",Alphonse,1912,,m,<blank>,Mightier than the sword
uc2.ark+=13960=t3st7h00w,uc2.ark+=13960=t3st7h00w,007679111,"Cox, Coleman,",Coleman,1922,,m,<blank>,Listen to this
uc2.ark+=13960=t48p5xg2k,uc2.ark+=13960=t48p5xg2k,007679120,"Cramb, John Adam,",John Adam,1918,,m,<blank>,Schönbrunn
uc2.ark+=13960=t4nk38707,uc2.ark+=13960=t4nk38707,007679127,"Crapsey, Algernon Sidney,",Algernon Sidney,1902,,m,<blank>,The greater love
uc2.ark+=13960=t1ng4jq67,uc2.ark+=13960=t1ng4jq67,007679199,"Frankau, Julia,",Julia,1903,,f,<blank>,Pigs in clover
uc2.ark+=13960=t74t6hj59,uc2.ark+=13960=t74t6hj59,007679275,"Delafield, E. M.,",E. M,1918,,f,<blank>,War-workers
uc2.ark+=13960=t5v69br7s,uc2.ark+=13960=t5v69br7s,007679307,"Dickinson, H. N.",H. N,1914,,u,<blank>,The business of a gentleman
uc2.ark+=13960=t79s1p44t,uc2.ark+=13960=t79s1p44t,007679368,"Dowdall, Mary Frances Harriet Borthwick,",Mary Frances Harriet Borthwick,1913,,f,<blank>,The book of Martha
uc2.ark+=13960=t55d8qv6p,uc2.ark+=13960=t55d8qv6p,007679369,"Dowdall, Mary Frances Harriet Borthwick,",Mary Frances Harriet Borthwick,1914,,f,<blank>,Joking apart
uc2.ark+=13960=t0gt5hp6c,uc2.ark+=13960=t0gt5hp6c,007679395,"Drummond, William Henry,",William Henry,1905,,m,<blank>,The habitant
uc2.ark+=13960=t20c4vt6n,uc2.ark+=13960=t20c4vt6n,007679397,"Drummond, William Henry,",William Henry,1912,,m,<blank>,Poetical works
uc2.ark+=13960=t20c4st3c,uc2.ark+=13960=t20c4st3c,007679402,"DuPuy, William Atherton,",William Atherton,1916,,m,<blank>,Uncle Sam detective
uc2.ark+=13960=t28913n40,uc2.ark+=13960=t28913n40,007679437,"Eccott, W. J.",W. J,1913,,u,<blank>,The mercenary
nyp.33433075818736,nyp.33433075818736,007679614,"Coulevain, Pierre de.",Pierre de,1909,,m,<blank>,On the branch;
uc2.ark+=13960=t75t3j897,uc2.ark+=13960=t75t3j897,007679665,"Fitzpatrick, James Percy,",James Percy,1908,,m,<blank>,Jock of the bushveld
uc2.ark+=13960=t7wm1491j,uc2.ark+=13960=t7wm1491j,007679694,"Flower, Elliott,",Elliott,1902,,m,<blank>,Policeman Flynn
uc2.ark+=13960=t5j962j2g,uc2.ark+=13960=t5j962j2g,007679820,"Warner, Anne,",Anne,1907,,f,<blank>,Susan Clegg and a man in the house
uc2.ark+=13960=t7kp7xr0k,uc2.ark+=13960=t7kp7xr0k,007679859,"Fyleman, Rose,",Rose,1922,,f,<blank>,The rainbow cat
uc2.ark+=13960=t4fn13022,uc2.ark+=13960=t4fn13022,007679912,"Gaulot, Paul,",Paul,1912,,m,<blank>,The red shirts
uc2.ark+=13960=t2r49jd7b,uc2.ark+=13960=t2r49jd7b,007679968,"Gibbon, Perceval,",Perceval,1913,,m,<blank>,The second-class passenger and other stories
uc2.ark+=13960=t6445kt74,uc2.ark+=13960=t6445kt74,007680063,"Gorky, Maksim,",Maksim,1902,,m,<blank>,Three men
uc2.ark+=13960=t6f18vr21,uc2.ark+=13960=t6f18vr21,007680088,"Graham, Stephen,",Stephen,1912,,m,<blank>,A tramp's sketches
uc2.ark+=13960=t02z1515c,uc2.ark+=13960=t02z1515c,007680133,"Greening, Arthur.",Arthur,1919,,m,<blank>,The better yarn
uc2.ark+=13960=t05x27b18,uc2.ark+=13960=t05x27b18,007680171,"Griswold, Latta,",Latta,1914,,m,<blank>,"Deering of Deal, or, The spirit of the school"
uc2.ark+=13960=t15m6470w,uc2.ark+=13960=t15m6470w,007680280,"Hancock, H. Irving",H. Irving,1910,,m,<blank>,The high school left end
coo.31924029890195,coo.31924029890195,007680379,"Hartland, Edwin Sidney,",Edwin Sidney,1906,,m,<blank>,English fairy and other folk tales
uc2.ark+=13960=t9571bc34,uc2.ark+=13960=t9571bc34,007680560,"Hills, John Waller,",John Waller,1922,,m,<blank>,The golden river
uc2.ark+=13960=t3tt4g18z,uc2.ark+=13960=t3tt4g18z,007680677,"House, Jay Elmer,",Jay Elmer,1905,,m,<blank>,At the grass roots
uc2.ark+=13960=t01z43q79,uc2.ark+=13960=t01z43q79,007680691,"Howard, Ethel.",Ethel,1915,,f,<blank>,Potsdam princes
uc2.ark+=13960=t0wp9td1z,uc2.ark+=13960=t0wp9td1z,007680712,"Hudson, Charles B.",Charles B,1907,,m,<blank>,The crimson conquest
uc2.ark+=13960=t6vx08p6p,uc2.ark+=13960=t6vx08p6p,007680715,"Hudson, Stephen,",Stephen,1916,,m,<blank>,War-time silhouettes
uc2.ark+=13960=t0wp9wd7p,uc2.ark+=13960=t0wp9wd7p,007680722,"Hudson, William Henry,",William Henry,1902,,m,<blank>,The strange adventures of John Smith
uc2.ark+=13960=t6g15tt8k,uc2.ark+=13960=t6g15tt8k,007680725,"Hueston, Ethel",Ethel,1917,,f,<blank>,Prudence's sisters
uc2.ark+=13960=t3tt4g38v,uc2.ark+=13960=t3tt4g38v,007680774,"Hutten zum Stolzenberg, Betsey Riddle,",Betsey Riddle,1902,,f,<blank>,Our lady of the beeches
uc2.ark+=13960=t4sj1b18c,uc2.ark+=13960=t4sj1b18c,007680776,"Hutten zum Stolzenberg, Betsey Riddle,",Betsey Riddle,1906,,f,<blank>,What became of Pam
uc2.ark+=13960=t2j67942h,uc2.ark+=13960=t2j67942h,007680839,"Irvine, Alexander,",Alexander,1913,,m,<blank>,My lady of the chimney-corner
uc2.ark+=13960=t7kp7vp6r,uc2.ark+=13960=t7kp7vp6r,007680874,"Janis, Elsie,",Elsie,1915,,f,<blank>,Love letters of an actress
uc2.ark+=13960=t16m33s2s,uc2.ark+=13960=t16m33s2s,007680924,"Johnson, George Lindsay,",George Lindsay,1916,,m,<blank>,The weird adventures of Professor Delapine of the Sorbonne
uc2.ark+=13960=t45q4rz77,uc2.ark+=13960=t45q4rz77,007681021,"Kennedy, Sara Beaumont (Cannon),",Sara Beaumont Cannon,1902,,f,<blank>,The wooing of Judith
uc2.ark+=13960=t4fn11n37,uc2.ark+=13960=t4fn11n37,007681031,"Ker, David,",David,1906,,m,<blank>,Among the dark mountains
uc2.ark+=13960=t7xk85d9s,uc2.ark+=13960=t7xk85d9s,007681130,"Kuprin, A. I.",A. I,1920,,m,<blank>,Sasha
uc2.ark+=13960=t0qr4ns4h,uc2.ark+=13960=t0qr4ns4h,007681131,"Kyne, Peter B.",Peter B,1916,,m,<blank>,Cappy Ricks
uc2.ark+=13960=t4vh5g41s,uc2.ark+=13960=t4vh5g41s,007681135,"La Motte-Fouqué, Friedrich Heinrich Karl,",Friedrich Heinrich Karl,1901,,m,<blank>,Sintram and his companions
uc2.ark+=13960=t7tm74z45,uc2.ark+=13960=t7tm74z45,007681227,"Leblanc, Maurice,",Maurice,1914,,m,<blank>,The teeth of the tiger
nyp.33433074787536,nyp.33433074787536,007681282,"Lincoln, Joseph Crosby,",Joseph Crosby,1906,,m,<blank>,Mr. Pratt
uc2.ark+=13960=t6736mj9w,uc2.ark+=13960=t6736mj9w,007681283,"Lincoln, Joseph Crosby,",Joseph Crosby,1913,,m,<blank>,Mr. Pratt's patients
uc2.ark+=13960=t2r49gf31,uc2.ark+=13960=t2r49gf31,007681305,"Lloyd, Nelson,",Nelson,1905,,m,<blank>,Mrs. Radigan
uc2.ark+=13960=t4xg9ft33,uc2.ark+=13960=t4xg9ft33,007681377,"Lowndes, Marie Belloc,",Marie Belloc,1909,,f,<blank>,The uttermost farthing
uc2.ark+=13960=t1ng4jv1m,uc2.ark+=13960=t1ng4jv1m,007681388,"Lucas, St. John Welles Lucas,",St. John Welles Lucas,1914,,m,<blank>,Heroines and others
uc2.ark+=13960=t81j9bn0w,uc2.ark+=13960=t81j9bn0w,007681416,"Lyon, Thomas M.",Thomas M,1917,,m,<blank>,More adventures in kilt and khaki
uc2.ark+=13960=t0pr7pp7v,uc2.ark+=13960=t0pr7pp7v,007681429,"Mabie, Hamilton Wright,",Hamilton Wright,1913,,m,<blank>,Myths every child should know
uc2.ark+=13960=t53f4p91w,uc2.ark+=13960=t53f4p91w,007681451,"Macdonald, Robert M.",Robert M,1910,,m,<blank>,The moon god's secret
uc2.ark+=13960=t17m04b4h,uc2.ark+=13960=t17m04b4h,007681461,"MacGowan, Alice,",Alice,1922,,f,<blank>,The million-dollar suitcase
uc2.ark+=13960=t8nc5wf3m,uc2.ark+=13960=t8nc5wf3m,007681509,"Maeterlinck, Maurice,",Maurice,1911,,m,<blank>,Three plays. with introd. by H. Granville Barker
uc2.ark+=13960=t4wh2gt1x,uc2.ark+=13960=t4wh2gt1x,007681518,"Magens, Julie Mathilde,",Julie Mathilde,1908,,f,<blank>,Julie's Diary a personal record
uc2.ark+=13960=t5s759n39,uc2.ark+=13960=t5s759n39,007681582,"Marriott, Charles,",Charles,1908,,m,<blank>,The happy medium
uc2.ark+=13960=t2b855v7r,uc2.ark+=13960=t2b855v7r,007681682,"Maurois, André,",André,1919,,m,<blank>,The silence of Colonel Bramble
uc2.ark+=13960=t59c6sk7j,uc2.ark+=13960=t59c6sk7j,007681734,"Greaves, Richard,",Richard,1903,,u,<blank>,Brewster's millions
uc2.ark+=13960=t40r9mh21,uc2.ark+=13960=t40r9mh21,007681754,"McMasters, William Henry.",William Henry,1919,,m,<blank>,Revolt
uc2.ark+=13960=t1cj89m6q,uc2.ark+=13960=t1cj89m6q,007681765,"Meader, Herman Lee,",Herman Lee,1903,,m,<blank>,Reflections of the morning after
uc1.$b469407,uc1.$b469407,007681766,"Meek, George,",George,1910,,m,<blank>,George Meek
uc2.ark+=13960=t8qb9wj1s,uc2.ark+=13960=t8qb9wj1s,007681845,"Miller, Harriet (Mann),",Harriet Mann,1900,,f,<blank>,A bird-lover in the West
uc2.ark+=13960=t39z92j7v,uc2.ark+=13960=t39z92j7v,007681926,"Montluc, Blaise de Lasseran-Massencome,",Blaise de Lasseran-Massencome,1913,,u,<blank>,Blaise de Monluc
uc2.ark+=13960=t0rr1pr73,uc2.ark+=13960=t0rr1pr73,007682074,"Munn, Charles Clark,",Charles Clark,1901,,m,<blank>,Pocket Island
uc2.ark+=13960=t74t6jf5c,uc2.ark+=13960=t74t6jf5c,007682098,"Murray, John Wilson,",John Wilson,1904,,m,<blank>,Memoirs of a great detective
uc2.ark+=13960=t3pv6bg1m,uc2.ark+=13960=t3pv6bg1m,007682233,"Odell, Eva Beede.",Eva Beede,1908,,f,<blank>,Roxy's good angel
